"id","month","state_name","state_code","energy_requirement","energy_availability"
489,"2021-02-01","Chhattisgarh","22",2709.1,2702.41
490,"2021-02-01","Gujarat","24",9546.61,9546.61
491,"2021-02-01","Madhya Pradesh","23",7522.21,7522.21
492,"2021-02-01","Goa","30",335.17,335.17
493,"2021-02-01","Odisha","21",2284.05,2284.05
494,"2021-02-01","Rajasthan","08",7409.82,7391.79
495,"2021-02-01","Andhra Pradesh","28",5271.74,5270.76
496,"2021-02-01","DVC","None",1830.63,1830.63
497,"2021-02-01","Bihar","10",2425.71,2413.37
498,"2021-02-01","Lakshadweep","31",4.44,4.44
499,"2021-02-01","Puducherry","34",207.91,207.86
500,"2021-02-01","Tamil Nadu","33",8193.05,8191.45
501,"2021-02-01","Kerala","32",2098.84,2092.84
502,"2021-02-01","Karnataka","29",6391.98,6390.79
503,"2021-02-01","Telangana","36",6783.09,6781.94
504,"2021-03-01","Assam","18",837.4,792.85
505,"2021-03-01","Manipur","14",78.22,77.88
506,"2021-03-01","Meghalaya","17",186.17,171.99
507,"2021-03-01","UTs of J&K and Ladakh","None",1831.51,1556.23
508,"2021-03-01","Nagaland","13",64.18,63.78
509,"2021-03-01","Punjab","03",4045.78,4039.68
510,"2021-03-01","Haryana","06",3994.74,3984.43
511,"2021-03-01","Delhi","07",2097.37,2096.97
512,"2021-03-01","Chandigarh","04",99.08,99.08
513,"2021-03-01","Arunachal Pradesh","12",69.78,69.2
514,"2021-03-01","Dadra & Nagar Haveli and Daman & Diu","38",836.26,836.26
515,"2021-03-01","Tripura","16",114.61,114.22
516,"2021-03-01","Andaman- Nicobar","35",28.84,26.92
517,"2021-03-01","Mizoram","15",53.4,53.06
518,"2021-03-01","West Bengal","19",5110.64,5107.19
519,"2021-03-01","Rajasthan","08",7262.59,7240.77
520,"2021-03-01","Uttar Pradesh","09",9870.81,9782.5
521,"2021-03-01","Uttarakhand","05",1153.93,1149.95
522,"2021-03-01","Chhattisgarh","22",2729.73,2721.12
523,"2021-03-01","Gujarat","24",11360.73,11360.73
524,"2021-03-01","Madhya Pradesh","23",7067.88,7067.88
525,"2021-03-01","Sikkim","11",52.45,52.45
526,"2021-03-01","Goa","30",419.21,419.21
527,"2021-03-01","Andhra Pradesh","28",6591.18,6591.18
528,"2021-03-01","Telangana","36",8335.56,8335.56
529,"2021-03-01","Maharashtra","27",15955.62,15955.62
530,"2021-03-01","Kerala","32",2548.1,2548.1
531,"2021-03-01","Karnataka","29",8007.66,7992.07
532,"2021-03-01","Jharkhand","20",921.58,867.5
533,"2021-03-01","DVC","None",2058.88,2058.88
534,"2021-03-01","Bihar","10",2921.69,2901.1
535,"2021-03-01","Himachal Pradesh","02",975.98,974.51
536,"2021-03-01","Puducherry","34",254.62,254.62
537,"2021-03-01","Tamil Nadu","33",10351.38,10351.38
538,"2021-03-01","Lakshadweep","31",5.23,5.23
539,"2021-03-01","Odisha","21",2946.75,2946.75
540,"2021-04-01","Sikkim","11",45.55,45.55
541,"2021-04-01","Dadra & Nagar Haveli and Daman & Diu","38",767.15,767.15
542,"2021-04-01","Tripura","16",149.16,149.05
543,"2021-04-01","Nagaland","13",62.07,61.73
544,"2021-04-01","Mizoram","15",52.17,51.86
545,"2021-04-01","Meghalaya","17",164.17,151.2
546,"2021-04-01","Manipur","14",73.81,73.49
547,"2021-04-01","Assam","18",854.18,835.53
548,"2021-04-01","Arunachal Pradesh","12",65.13,64.88
549,"2021-04-01","Andaman- Nicobar","35",28.84,26.92
550,"2021-04-01","West Bengal","19",5416.84,5409.83
551,"2021-04-01","Jharkhand","20",946.45,910.5
552,"2021-04-01","Andhra Pradesh","28",6282.53,6279.53
553,"2021-04-01","Goa","30",405.94,405.93
554,"2021-04-01","Maharashtra","27",15635.63,15635.6
555,"2021-04-01","Madhya Pradesh","23",6800.28,6800.28
556,"2021-04-01","Gujarat","24",11271.21,11271.21
557,"2021-04-01","Chhattisgarh","22",2825.73,2824.56
558,"2021-04-01","Uttarakhand","05",1156.99,1152.94
559,"2021-04-01","Uttar Pradesh","09",10143.09,10049.07
560,"2021-04-01","Rajasthan","08",6514.93,6509.44
561,"2021-04-01","Punjab","03",3717.77,3710.89
562,"2021-04-01","UTs of J&K and Ladakh","None",1764.27,1572.27
563,"2021-04-01","Odisha","21",3119.92,3119.92
564,"2021-04-01","Haryana","06",3873.16,3865.6
565,"2021-04-01","Delhi","07",2239.79,2239.45
566,"2021-04-01","Chandigarh","04",105.39,105.39
567,"2021-04-01","Telangana","36",6574.89,6573.83
568,"2021-04-01","Karnataka","29",7225.47,7224.38
569,"2021-04-01","Kerala","32",2420.21,2419.23
570,"2021-04-01","Tamil Nadu","33",10378.97,10377.52
571,"2021-04-01","Puducherry","34",271.05,271.01
572,"2021-04-01","Lakshadweep","31",5.11,5.11
573,"2021-04-01","Himachal Pradesh","02",875.23,871.59
574,"2021-04-01","Bihar","10",3269.94,3251.85
575,"2021-04-01","DVC","None",2027.31,2027.31
576,"2021-05-01","Arunachal Pradesh","12",60.09,59.82
577,"2021-05-01","Assam","18",843.79,843.79
578,"2021-05-01","Manipur","14",76.46,76.11
579,"2021-05-01","Meghalaya","17",164.26,164.25
580,"2021-05-01","Dadra & Nagar Haveli and Daman & Diu","38",673.22,673.22
581,"2021-05-01","Nagaland","13",69.33,69.05
582,"2021-05-01","Tripura","16",131.03,130.82
583,"2021-05-01","Andaman- Nicobar","35",28.84,26.92
584,"2021-05-01","Mizoram","15",52.39,52.11
585,"2021-05-01","Sikkim","11",45.89,45.89
586,"2021-05-01","West Bengal","19",4522.01,4507.64
587,"2021-05-01","Odisha","21",3054.03,3054.03
588,"2021-05-01","Chandigarh","04",127.41,127.41
589,"2021-05-01","Delhi","07",2328.35,2328.12
590,"2021-05-01","Haryana","06",4134.6,4133.38
591,"2021-05-01","Himachal Pradesh","02",880.75,879.98
592,"2021-05-01","UTs of J&K and Ladakh","None",1717.87,1601.62
593,"2021-05-01","Punjab","03",4639.34,4639.34
594,"2021-05-01","Rajasthan","08",6600.08,6596.4
595,"2021-05-01","Uttar Pradesh","09",10605.29,10501.51
596,"2021-05-01","Uttarakhand","05",1075.21,1075.21
597,"2021-05-01","Gujarat","24",10076.11,10076.11
598,"2021-05-01","Madhya Pradesh","23",6482.87,6482.87
599,"2021-05-01","Chhattisgarh","22",2496.22,2496.22
600,"2021-05-01","Goa","30",343.1,343.1
601,"2021-05-01","Jharkhand","20",820.2,815.49
602,"2021-05-01","DVC","None",1861.41,1861.41
603,"2021-05-01","Maharashtra","27",14465.11,14465.11
604,"2021-05-01","Lakshadweep","31",5.33,5.33
605,"2021-05-01","Puducherry","34",249.18,249.18
606,"2021-05-01","Tamil Nadu","33",9021.17,9021.17
607,"2021-05-01","Bihar","10",2953.66,2927.66
608,"2021-05-01","Karnataka","29",5767.73,5767.73
609,"2021-05-01","Telangana","36",4779.28,4779.28
610,"2021-05-01","Andhra Pradesh","28",5912.73,5912.73
611,"2021-05-01","Kerala","32",2054.64,2051.42
612,"2021-06-01","Arunachal Pradesh","12",63.2,63.2
613,"2021-06-01","Dadra & Nagar Haveli and Daman & Diu","38",767.4,767.4
614,"2021-06-01","Tripura","16",126.72,126.72
615,"2021-06-01","Nagaland","13",74.23,74.23
616,"2021-06-01","Mizoram","15",52.32,50.88
617,"2021-06-01","Meghalaya","17",161.76,161.51
618,"2021-06-01","Manipur","14",76.54,76.28
619,"2021-06-01","Assam","18",999.48,999.48
620,"2021-06-01","Andaman- Nicobar","35",28.84,26.92
621,"2021-06-01","Uttarakhand","05",1310.8,1309.36
622,"2021-06-01","West Bengal","19",4735.37,4730.67
623,"2021-06-01","Chandigarh","04",167.16,167.16
624,"2021-06-01","Delhi","07",3287.39,3286.47
625,"2021-06-01","Haryana","06",5621.52,5610.13
626,"2021-06-01","Himachal Pradesh","02",986.36,985.75
627,"2021-06-01","UTs of J&K and Ladakh","None",1603.79,1500.29
628,"2021-06-01","Punjab","03",7042.72,6993.72
629,"2021-06-01","Rajasthan","08",7333.42,7312.47
630,"2021-06-01","Uttar Pradesh","09",12039.62,11906.3
631,"2021-06-01","Sikkim","11",44.32,44.32
632,"2021-06-01","Chhattisgarh","22",2549.6,2548.98
633,"2021-06-01","Gujarat","24",9373.94,9373.94
634,"2021-06-01","Maharashtra","27",13605.9,13605.9
635,"2021-06-01","Madhya Pradesh","23",5939.21,5939.21
636,"2021-06-01","Andhra Pradesh","28",5560.28,5553.83
637,"2021-06-01","Telangana","36",5162.78,5162.78
638,"2021-06-01","Karnataka","29",5280.79,5280.79
639,"2021-06-01","Kerala","32",2014.24,2014.24
640,"2021-06-01","Tamil Nadu","33",9215.25,9215.25
641,"2021-06-01","Puducherry","34",241.0,241.0
642,"2021-06-01","Lakshadweep","31",4.57,4.57
643,"2021-06-01","Bihar","10",3197.11,3195.04
644,"2021-06-01","DVC","None",1930.48,1930.48
645,"2021-06-01","Jharkhand","20",867.92,851.36
646,"2021-06-01","Odisha","21",3010.36,3010.36
647,"2021-06-01","Goa","30",393.76,393.76
648,"2021-07-01","Manipur","14",81.02,80.77
649,"2021-07-01","Assam","18",1110.1,1110.1
650,"2021-07-01","Meghalaya","17",200.72,200.65
651,"2021-07-01","Arunachal Pradesh","12",76.76,76.76
652,"2021-07-01","Nagaland","13",78.11,78.11
653,"2021-07-01","Tripura","16",143.64,143.64
654,"2021-07-01","Dadra & Nagar Haveli and Daman & Diu","38",813.13,813.13
655,"2021-07-01","Mizoram","15",51.69,50.49
656,"2021-07-01","Andaman- Nicobar","35",28.84,26.92
657,"2021-07-01","Uttarakhand","05",1593.94,1579.89
658,"2021-07-01","West Bengal","19",5248.49,5245.1
659,"2021-07-01","Tamil Nadu","33",9430.5,9430.5
660,"2021-07-01","Kerala","32",2072.85,2072.85
661,"2021-07-01","Karnataka","29",5219.94,5219.94
662,"2021-07-01","Telangana","36",5797.46,5797.46
663,"2021-07-01","Andhra Pradesh","28",5291.91,5285.07
664,"2021-07-01","Goa","30",348.66,348.66
665,"2021-07-01","Maharashtra","27",13466.29,13466.29
666,"2021-07-01","Madhya Pradesh","23",6273.23,6273.23
667,"2021-07-01","Gujarat","24",10267.57,10267.57
668,"2021-07-01","Uttar Pradesh","09",14007.71,13872.3
669,"2021-07-01","Rajasthan","08",8165.87,8158.67
670,"2021-07-01","Punjab","03",8318.88,8199.13
671,"2021-07-01","Chhattisgarh","22",2630.53,2626.89
672,"2021-07-01","Himachal Pradesh","02",1119.18,1118.5
673,"2021-07-01","Odisha","21",3410.75,3410.75
674,"2021-07-01","Jharkhand","20",960.75,936.42
675,"2021-07-01","UTs of J&K and Ladakh","None",1551.87,1444.92
676,"2021-07-01","Bihar","10",3775.27,3754.92
677,"2021-07-01","Lakshadweep","31",4.41,4.41
678,"2021-07-01","DVC","None",1931.25,1931.25
679,"2021-07-01","Chandigarh","04",201.34,201.34
680,"2021-07-01","Delhi","07",3722.23,3720.64
681,"2021-07-01","Haryana","06",6499.43,6497.68
682,"2021-07-01","Puducherry","34",259.18,259.18
683,"2021-07-01","Sikkim","11",46.99,46.99
684,"2021-08-01","Arunachal Pradesh","12",79.28,79.28
685,"2021-08-01","Dadra & Nagar Haveli and Daman & Diu","38",815.91,815.91
686,"2021-08-01","Tripura","16",145.8,145.8
687,"2021-08-01","Nagaland","13",80.09,80.09
688,"2021-08-01","Mizoram","15",50.08,49.29
689,"2021-08-01","Meghalaya","17",175.58,175.52
690,"2021-08-01","Manipur","14",80.81,80.81
691,"2021-08-01","Assam","18",1125.19,1125.19
692,"2021-08-01","Andaman- Nicobar","35",27.88,27.88
693,"2021-08-01","West Bengal","19",5331.49,5327.98
694,"2021-08-01","Chandigarh","04",187.0,187.0
695,"2021-08-01","Delhi","07",3546.67,3546.09
696,"2021-08-01","Haryana","06",6471.96,6459.55
697,"2021-08-01","Himachal Pradesh","02",1127.53,1123.17
698,"2021-08-01","UTs of J&K and Ladakh","None",1528.95,1422.0
699,"2021-08-01","Punjab","03",8268.7,8268.7
700,"2021-08-01","Rajasthan","08",8273.02,8190.21
701,"2021-08-01","Uttar Pradesh","09",13325.63,13121.55
702,"2021-08-01","Uttarakhand","05",1445.76,1421.71
703,"2021-08-01","Sikkim","11",46.17,46.17
704,"2021-08-01","Gujarat","24",11514.85,11510.2
705,"2021-08-01","Madhya Pradesh","23",6528.38,6482.3
706,"2021-08-01","Chhattisgarh","22",2948.02,2924.89
707,"2021-08-01","Goa","30",359.85,359.85
708,"2021-08-01","Odisha","21",3464.24,3464.24
709,"2021-08-01","Jharkhand","20",984.19,940.05
710,"2021-08-01","Maharashtra","27",14311.43,14311.43
711,"2021-08-01","Bihar","10",3706.92,3643.67
712,"2021-08-01","Lakshadweep","31",4.42,4.42
713,"2021-08-01","DVC","None",1999.84,1999.84
714,"2021-08-01","Tamil Nadu","33",9824.36,9822.96
715,"2021-08-01","Kerala","32",2107.89,2106.52
716,"2021-08-01","Karnataka","29",5827.86,5826.81
717,"2021-08-01","Telangana","36",6492.8,6490.55
718,"2021-08-01","Andhra Pradesh","28",6086.06,6075.04
719,"2021-08-01","Puducherry","34",256.2,256.16
720,"2021-09-01","Assam","18",1132.1,1132.1
721,"2021-09-01","Tripura","16",148.67,148.67
722,"2021-09-01","Nagaland","13",75.15,75.15
723,"2021-09-01","Mizoram","15",48.6,47.8
724,"2021-09-01","Meghalaya","17",164.62,164.6
725,"2021-09-01","Manipur","14",79.08,78.91
726,"2021-09-01","Arunachal Pradesh","12",74.25,74.17
727,"2021-09-01","Dadra & Nagar Haveli and Daman & Diu","38",800.03,800.03
728,"2021-09-01","Sikkim","11",46.41,46.41
729,"2021-09-01","Chandigarh","04",165.95,165.95
730,"2021-09-01","Delhi","07",3027.45,3026.95
731,"2021-09-01","Haryana","06",4975.33,4969.25
732,"2021-09-01","Himachal Pradesh","02",1057.7,1056.13
733,"2021-09-01","UTs of J&K and Ladakh","None",1437.27,1333.77
734,"2021-09-01","Punjab","03",6518.01,6518.01
735,"2021-09-01","Rajasthan","08",6538.8,6535.25
736,"2021-09-01","Uttar Pradesh","09",11785.8,11581.72
737,"2021-09-01","Uttarakhand","05",1371.35,1367.04
738,"2021-09-01","Chhattisgarh","22",2688.4,2686.96
739,"2021-09-01","Madhya Pradesh","23",6417.79,6417.79
740,"2021-09-01","Maharashtra","27",12704.15,12704.15
741,"2021-09-01","Goa","30",336.77,336.77
742,"2021-09-01","Gujarat","24",8344.07,8330.69
743,"2021-09-01","Telangana","36",5434.58,5434.58
744,"2021-09-01","West Bengal","19",4909.29,4902.39
745,"2021-09-01","Odisha","21",3193.65,3193.65
746,"2021-09-01","Jharkhand","20",918.47,889.38
747,"2021-09-01","Andhra Pradesh","28",5670.66,5666.9
748,"2021-09-01","Bihar","10",3570.53,3486.98
749,"2021-09-01","Lakshadweep","31",4.22,4.22
750,"2021-09-01","DVC","None",1940.53,1940.53
751,"2021-09-01","Andaman- Nicobar","35",26.44,26.44
752,"2021-09-01","Tamil Nadu","33",9278.56,9278.35
753,"2021-09-01","Kerala","32",2157.74,2157.74
754,"2021-09-01","Karnataka","29",5631.98,5631.98
755,"2021-09-01","Puducherry","34",254.36,254.36
756,"2021-10-01","Manipur","14",82.0,82.0
757,"2021-10-01","Dadra & Nagar Haveli and Daman & Diu","38",812.42,812.42
758,"2021-10-01","Tripura","16",128.19,128.19
759,"2021-10-01","Nagaland","13",75.33,75.33
760,"2021-10-01","Mizoram","15",57.24,53.61
761,"2021-10-01","Meghalaya","17",179.37,179.37
762,"2021-10-01","Assam","18",996.28,996.28
763,"2021-10-01","Andaman- Nicobar","35",26.44,26.44
764,"2021-10-01","Maharashtra","27",13853.13,13853.13
765,"2021-10-01","Haryana","06",4767.23,4654.26
766,"2021-10-01","Himachal Pradesh","02",1031.68,1030.18
767,"2021-10-01","UTs of J&K and Ladakh","None",1472.49,1365.54
768,"2021-10-01","Punjab","03",4927.47,4806.58
769,"2021-10-01","Rajasthan","08",7263.42,7021.74
770,"2021-10-01","Uttar Pradesh","09",10650.57,10450.44
771,"2021-10-01","Uttarakhand","05",1342.45,1328.24
772,"2021-10-01","Chhattisgarh","22",2821.35,2817.59
773,"2021-10-01","Gujarat","24",10928.49,10713.8
774,"2021-10-01","Madhya Pradesh","23",6879.72,6879.62
775,"2021-10-01","Arunachal Pradesh","12",72.25,72.0
776,"2021-10-01","Goa","30",394.4,394.4
777,"2021-10-01","Delhi","07",2663.31,2663.12
778,"2021-10-01","Andhra Pradesh","28",5834.22,5818.37
779,"2021-10-01","Karnataka","29",5355.46,5344.99
780,"2021-10-01","Kerala","32",2201.25,2200.06
781,"2021-10-01","Tamil Nadu","33",8874.12,8869.51
782,"2021-10-01","Puducherry","34",248.71,248.58
783,"2021-10-01","Chandigarh","04",126.2,126.2
784,"2021-10-01","Lakshadweep","31",4.36,4.36
785,"2021-10-01","Bihar","10",3052.18,2968.07
786,"2021-10-01","DVC","None",1992.74,1991.35
787,"2021-10-01","Jharkhand","20",955.02,875.78
788,"2021-10-01","Odisha","21",3298.76,3296.45
789,"2021-10-01","West Bengal","19",4782.32,4777.06
790,"2021-10-01","Sikkim","11",47.13,47.1
791,"2021-10-01","Telangana","36",5861.21,5855.58
792,"2021-11-01","Mizoram","15",60.73,57.77
793,"2021-11-01","Manipur","14",81.74,81.74
794,"2021-11-01","Tripura","16",118.66,118.66
795,"2021-11-01","Dadra & Nagar Haveli and Daman & Diu","38",770.02,770.02
796,"2021-11-01","Nagaland","13",66.06,66.06
797,"2021-11-01","Assam","18",762.03,762.03
798,"2021-11-01","Meghalaya","17",195.88,195.88
799,"2021-11-01","Andaman- Nicobar","35",28.99,28.99
800,"2021-11-01","Arunachal Pradesh","12",68.11,68.11
801,"2021-11-01","Lakshadweep","31",4.37,4.37
802,"2021-11-01","Puducherry","34",202.77,202.73
803,"2021-11-01","Tamil Nadu","33",7238.82,7237.53
804,"2021-11-01","Kerala","32",2112.37,2112.04
805,"2021-11-01","Karnataka","29",4734.33,4733.36
806,"2021-11-01","Telangana","36",4546.24,4545.3
807,"2021-11-01","Andhra Pradesh","28",4611.58,4610.62
808,"2021-11-01","Bihar","10",2217.77,2200.31
809,"2021-11-01","Goa","30",386.96,386.96
810,"2021-11-01","Maharashtra","27",14171.94,14171.94
811,"2021-11-01","Gujarat","24",9627.38,9619.46
812,"2021-11-01","Chhattisgarh","22",2202.37,2202.36
813,"2021-11-01","Madhya Pradesh","23",8054.03,8054.03
814,"2021-11-01","Uttar Pradesh","09",8257.36,8237.43
815,"2021-11-01","Sikkim","11",50.75,50.73
816,"2021-11-01","West Bengal","19",3535.18,3533.39
817,"2021-11-01","Odisha","21",3066.13,3065.06
818,"2021-11-01","Jharkhand","20",863.41,836.23
819,"2021-11-01","DVC","None",1908.01,1907.34
820,"2021-11-01","Uttarakhand","05",1054.27,1053.52
821,"2021-11-01","Chandigarh","04",89.44,89.44
822,"2021-11-01","Haryana","06",3483.12,3477.12
823,"2021-11-01","Himachal Pradesh","02",932.78,929.46
824,"2021-11-01","UTs of J&K and Ladakh","None",1693.08,1589.58
825,"2021-11-01","Punjab","03",3390.9,3363.09
826,"2021-11-01","Rajasthan","08",7181.68,7174.01
827,"2021-11-01","Delhi","07",1821.21,1821.08
828,"2021-12-01","Dadra & Nagar Haveli and Daman & Diu","38",812.27,812.27
829,"2021-12-01","Meghalaya","17",223.4,223.4
830,"2021-12-01","Tripura","16",137.69,137.69
831,"2021-12-01","Nagaland","13",69.95,69.95
832,"2021-12-01","Mizoram","15",58.87,58.62
833,"2021-12-01","Manipur","14",101.07,101.07
834,"2021-12-01","Assam","18",759.68,759.68
835,"2021-12-01","Arunachal Pradesh","12",76.4,76.4
836,"2021-12-01","Delhi","07",2090.55,2090.15
837,"2021-12-01","Haryana","06",4042.0,4034.12
838,"2021-12-01","Himachal Pradesh","02",1053.93,1052.27
839,"2021-12-01","UTs of J&K and Ladakh","None",1785.38,1619.81
840,"2021-12-01","Punjab","03",4128.93,4092.89
841,"2021-12-01","Rajasthan","08",8228.72,8211.05
842,"2021-12-01","Uttar Pradesh","09",9402.98,9402.98
843,"2021-12-01","Uttarakhand","05",1284.47,1283.92
844,"2021-12-01","Chhattisgarh","22",2370.6,2370.49
845,"2021-12-01","Gujarat","24",10466.99,10450.61
846,"2021-12-01","Madhya Pradesh","23",8948.93,8948.93
847,"2021-12-01","Maharashtra","27",14148.42,14148.42
848,"2021-12-01","Chandigarh","04",106.05,106.05
849,"2021-12-01","Goa","30",369.06,369.06
850,"2021-12-01","Telangana","36",5456.61,5456.61
851,"2021-12-01","Karnataka","29",5426.29,5426.29
852,"2021-12-01","Kerala","32",2279.25,2279.25
853,"2021-12-01","Tamil Nadu","33",8446.6,8446.6
854,"2021-12-01","Puducherry","34",217.28,217.28
855,"2021-12-01","Lakshadweep","31",4.53,4.53
856,"2021-12-01","Bihar","10",2385.81,2350.54
857,"2021-12-01","DVC","None",1982.36,1981.67
858,"2021-12-01","Jharkhand","20",951.86,873.63
859,"2021-12-01","Odisha","21",3033.69,3032.63
860,"2021-12-01","West Bengal","19",3546.16,3543.34
861,"2021-12-01","Sikkim","11",61.04,61.02
862,"2021-12-01","Andaman- Nicobar","35",26.92,26.92
863,"2021-12-01","Andhra Pradesh","28",5088.23,5088.23
864,"2022-01-01","Mizoram","15",60.21,60.21
865,"2022-01-01","Nagaland","13",68.25,68.25
866,"2022-01-01","Dadra & Nagar Haveli and Daman & Diu","38",807.04,807.04
867,"2022-01-01","Meghalaya","17",224.76,224.76
868,"2022-01-01","Tripura","16",127.84,127.84
869,"2022-01-01","Manipur","14",109.11,109.11
870,"2022-01-01","Madhya Pradesh","23",7760.59,7760.59
871,"2022-01-01","Arunachal Pradesh","12",85.92,85.92
872,"2022-01-01","Chandigarh","04",125.22,125.22
873,"2022-01-01","Delhi","07",2267.05,2266.46
874,"2022-01-01","Haryana","06",3730.15,3725.05
875,"2022-01-01","Himachal Pradesh","02",1070.53,1069.53
876,"2022-01-01","UTs of J&K and Ladakh","None",1875.98,1731.83
877,"2022-01-01","Punjab","03",3839.76,3798.86
878,"2022-01-01","Rajasthan","08",7752.3,7742.62
879,"2022-01-01","Uttar Pradesh","09",9716.01,9716.01
880,"2022-01-01","Uttarakhand","05",1391.56,1389.06
881,"2022-01-01","Chhattisgarh","22",2445.53,2445.27
882,"2022-01-01","Gujarat","24",10479.63,10450.61
883,"2022-01-01","Assam","18",760.5,760.5
884,"2022-01-01","Goa","30",358.9,358.9
885,"2022-01-01","Maharashtra","27",14616.1,14616.1
886,"2022-01-01","Telangana","36",6098.34,6098.34
887,"2022-01-01","Andaman- Nicobar","35",27.77,27.77
888,"2022-01-01","Sikkim","11",63.33,63.33
889,"2022-01-01","West Bengal","19",3637.07,3636.1
890,"2022-01-01","Odisha","21",3290.67,3290.67
891,"2022-01-01","Jharkhand","20",990.16,928.09
892,"2022-01-01","Andhra Pradesh","28",5547.42,5542.76
893,"2022-01-01","Bihar","10",2660.99,2635.89
894,"2022-01-01","DVC","None",2058.22,2058.22
895,"2022-01-01","Puducherry","34",221.12,221.12
896,"2022-01-01","Tamil Nadu","33",8709.19,8709.19
897,"2022-01-01","Kerala","32",2315.71,2315.71
898,"2022-01-01","Karnataka","29",6869.0,6869.0
899,"2022-01-01","Lakshadweep","31",4.67,4.67
900,"2022-02-01","Dadra & Nagar Haveli and Daman & Diu","38",764.73,764.73
901,"2022-02-01","Meghalaya","17",201.66,201.66
902,"2022-02-01","Nagaland","13",63.51,63.51
903,"2022-02-01","Mizoram","15",51.52,51.52
904,"2022-02-01","Manipur","14",94.43,94.43
905,"2022-02-01","Tripura","16",96.62,96.62
906,"2022-02-01","Arunachal Pradesh","12",78.06,78.06
907,"2022-02-01","Delhi","07",1873.19,1872.91
908,"2022-02-01","Haryana","06",3562.5,3544.56
909,"2022-02-01","Himachal Pradesh","02",969.22,966.56
910,"2022-02-01","UTs of J&K and Ladakh","None",1756.39,1626.24
911,"2022-02-01","Punjab","03",3457.25,3454.42
912,"2022-02-01","Rajasthan","08",7774.48,7758.89
913,"2022-02-01","Uttar Pradesh","09",8583.97,8583.97
914,"2022-02-01","Uttarakhand","05",1187.06,1187.06
915,"2022-02-01","Chhattisgarh","22",2580.04,2580.04
916,"2022-02-01","Gujarat","24",9757.14,9757.14
917,"2022-02-01","Madhya Pradesh","23",8385.53,8385.53
918,"2022-02-01","Maharashtra","27",14385.49,14376.92
919,"2022-02-01","Goa","30",332.64,332.64
920,"2022-02-01","Telangana","36",6257.56,6257.46
921,"2022-02-01","Andhra Pradesh","28",5629.9,5558.59
922,"2022-02-01","Jharkhand","20",844.52,792.37
923,"2022-02-01","Kerala","32",2222.35,2222.31
924,"2022-02-01","Assam","18",691.91,691.91
925,"2022-02-01","Tamil Nadu","33",8864.62,8864.49
926,"2022-02-01","Puducherry","34",212.77,212.76
927,"2022-02-01","Lakshadweep","31",4.44,4.44
928,"2022-02-01","Bihar","10",2311.86,2285.63
929,"2022-02-01","DVC","None",1879.96,1879.96
930,"2022-02-01","Karnataka","29",6940.38,6940.29
931,"2022-02-01","Odisha","21",2960.88,2960.88
932,"2022-02-01","West Bengal","19",3433.88,3432.38
933,"2022-02-01","Chandigarh","04",96.86,96.86
934,"2022-02-01","Sikkim","11",59.06,59.06
935,"2022-02-01","Andaman- Nicobar","35",24.46,24.46
936,"2022-03-01","Tripura","16",123.85,123.85
937,"2022-03-01","Nagaland","13",69.63,69.63
938,"2022-03-01","Dadra & Nagar Haveli and Daman & Diu","38",829.64,829.57
939,"2022-03-01","Meghalaya","17",199.99,199.99
940,"2022-03-01","Mizoram","15",60.0,60.0
941,"2022-03-01","Assam","18",808.68,808.68
942,"2022-03-01","Chandigarh","04",107.65,107.65
943,"2022-03-01","Delhi","07",2260.41,2260.13
944,"2022-03-01","Haryana","06",4338.36,4238.33
945,"2022-03-01","Himachal Pradesh","02",1010.0,1005.11
946,"2022-03-01","UTs of J&K and Ladakh","None",1770.06,1625.91
947,"2022-03-01","Punjab","03",4596.71,4565.23
948,"2022-03-01","Rajasthan","08",8187.36,8098.93
949,"2022-03-01","Uttar Pradesh","09",10930.43,10887.13
950,"2022-03-01","Uttarakhand","05",1306.74,1278.15
951,"2022-03-01","Chhattisgarh","22",3349.35,3348.05
952,"2022-03-01","Gujarat","24",11845.85,11845.04
953,"2022-03-01","Madhya Pradesh","23",8030.23,8030.23
954,"2022-03-01","Manipur","14",83.12,83.12
955,"2022-03-01","Goa","30",417.86,417.83
956,"2022-03-01","Andhra Pradesh","28",6897.79,6827.79
957,"2022-03-01","Maharashtra","27",17459.07,17453.66
958,"2022-03-01","Karnataka","29",8157.81,8151.35
959,"2022-03-01","Arunachal Pradesh","12",75.37,75.37
960,"2022-03-01","Andaman- Nicobar","35",30.82,30.82
961,"2022-03-01","Telangana","36",8077.4,8071.14
962,"2022-03-01","West Bengal","19",4903.18,4898.73
963,"2022-03-01","Odisha","21",3435.58,3433.18
964,"2022-03-01","Jharkhand","20",1044.61,940.39
965,"2022-03-01","Sikkim","11",52.92,52.88
966,"2022-03-01","Bihar","10",3114.07,3060.59
967,"2022-03-01","Lakshadweep","31",5.23,5.23
968,"2022-03-01","Puducherry","34",259.91,259.66
969,"2022-03-01","Tamil Nadu","33",10533.92,10525.29
970,"2022-03-01","Kerala","32",2620.78,2618.56
971,"2022-03-01","DVC","None",2228.67,2227.11
972,"2022-04-01","Dadra & Nagar Haveli and Daman & Diu","38",832.18,832.09
973,"2022-04-01","Meghalaya","17",164.62,164.62
974,"2022-04-01","Tripura","16",144.28,144.28
975,"2022-04-01","Nagaland","13",69.39,61.86
976,"2022-04-01","Mizoram","15",56.87,56.87
977,"2022-04-01","Manipur","14",73.85,73.4
