date,total_gen_actual,total_gen_programmed,total_capacity,active_stations,wind_energy,solar_energy,other_renewable_energy,total_renewable_energy,total_generation,renewable_share_pct,gen_deviation_pct,year,week,month_start,dow
2019-03-02,3300.34,3528.1,275052.07,504,,,,,3300.34,0.0,-6.46,2019,9,2019-03-01,5
2019-03-03,3205.8,3528.1,275052.07,504,,,,,3205.8,0.0,-9.14,2019,9,2019-03-01,6
2019-03-04,3302.23,3528.96,275052.07,504,,,,,3302.23,0.0,-6.42,2019,10,2019-03-01,0
2019-03-05,3365.47,3528.96,275052.07,504,,,,,3365.47,0.0,-4.63,2019,10,2019-03-01,1
2019-03-06,3401.49,3531.11,275052.07,504,,,,,3401.49,0.0,-3.67,2019,10,2019-03-01,2
2019-03-07,3455.03,3528.63,275052.07,504,,,,,3455.03,0.0,-2.09,2019,10,2019-03-01,3
2019-03-08,3438.38,3529.49,275052.07,504,,,,,3438.38,0.0,-2.58,2019,10,2019-03-01,4
2019-03-09,3426.63,3529.49,275052.07,504,,,,,3426.63,0.0,-2.91,2019,10,2019-03-01,5
2019-03-10,3382.08,3529.49,275052.07,504,,,,,3382.08,0.0,-4.18,2019,10,2019-03-01,6
2019-03-11,3485.33,3538.2,275052.07,504,,,,,3485.33,0.0,-1.49,2019,11,2019-03-01,0
2019-03-12,3525.64,3550.1,275052.07,504,,,,,3525.64,0.0,-0.69,2019,11,2019-03-01,1
2019-03-13,3521.51,3549.43,275052.07,504,,,,,3521.51,0.0,-0.79,2019,11,2019-03-01,2
2019-03-14,3485.45,3538.28,275052.07,504,,,,,3485.45,0.0,-1.49,2019,11,2019-03-01,3
2019-03-15,3431.32,3534.41,275052.07,504,,,,,3431.32,0.0,-2.92,2019,11,2019-03-01,4
2019-03-16,3414.85,3536.31,275052.07,504,,,,,3414.85,0.0,-3.43,2019,11,2019-03-01,5
2019-03-17,3323.24,3536.31,275052.07,504,,,,,3323.24,0.0,-6.03,2019,11,2019-03-01,6
2019-03-18,3463.38,3541.52,275052.07,504,,,,,3463.38,0.0,-2.21,2019,12,2019-03-01,0
2019-03-19,3525.74,3551.06,275052.07,504,,,,,3525.74,0.0,-0.71,2019,12,2019-03-01,1
2019-03-20,3481.99,3525.22,274752.07,504,,,,,3481.99,0.0,-1.23,2019,12,2019-03-01,2
2019-03-21,3149.86,3524.26,274752.07,504,,,,,3149.86,0.0,-10.62,2019,12,2019-03-01,3
2019-03-22,3296.78,3516.16,275612.07,504,,,,,3296.78,0.0,-6.24,2019,12,2019-03-01,4
2019-03-23,3427.93,3518.51,275612.07,504,,,,,3427.93,0.0,-2.57,2019,12,2019-03-01,5
2019-03-24,3407.02,3518.51,275612.07,504,,,,,3407.02,0.0,-3.17,2019,12,2019-03-01,6
2019-03-25,3506.6,3518.51,275612.07,504,,,,,3506.6,0.0,-0.34,2019,13,2019-03-01,0
2019-03-26,3525.68,3527.51,275612.07,504,,,,,3525.68,0.0,-0.05,2019,13,2019-03-01,1
2019-03-27,3602.16,3527.51,275612.07,504,,,,,3602.16,0.0,2.12,2019,13,2019-03-01,2
2019-03-28,3636.82,3535.74,275612.07,504,,,,,3636.82,0.0,2.86,2019,13,2019-03-01,3
2019-03-29,3680.13,3535.74,275612.07,504,,,,,3680.13,0.0,4.08,2019,13,2019-03-01,4
2019-03-30,3677.8,3535.74,275612.07,504,,,,,3677.8,0.0,4.02,2019,13,2019-03-01,5
2019-03-31,3441.31,3535.74,275612.07,504,,,,,3441.31,0.0,-2.67,2019,13,2019-03-01,6
2019-04-01,3536.44,3755.94,275612.07,501,,,,,3536.44,0.0,-5.84,2019,14,2019-04-01,0
2019-04-02,3668.13,3751.94,275612.07,501,,,,,3668.13,0.0,-2.23,2019,14,2019-04-01,1
2019-04-03,3738.93,3749.3,275612.07,501,,,,,3738.93,0.0,-0.28,2019,14,2019-04-01,2
2019-04-04,3759.35,3749.3,275612.07,501,,,,,3759.35,0.0,0.27,2019,14,2019-04-01,3
2019-04-05,3675.68,3741.62,275612.07,501,,,,,3675.68,0.0,-1.76,2019,14,2019-04-01,4
2019-04-06,3597.67,3730.66,275612.07,501,,,,,3597.67,0.0,-3.56,2019,14,2019-04-01,5
2019-04-07,3341.6,3730.66,275612.07,501,,,,,3341.6,0.0,-10.43,2019,14,2019-04-01,6
2019-04-08,3515.83,3730.66,275612.07,501,,,,,3515.83,0.0,-5.76,2019,15,2019-04-01,0
2019-04-09,3566.82,3730.7,275612.07,501,,,,,3566.82,0.0,-4.39,2019,15,2019-04-01,1
2019-04-10,3676.43,3726.8,278392.07,501,,,,,3676.43,0.0,-1.35,2019,15,2019-04-01,2
2019-04-11,3722.34,3741.59,278392.07,501,,,,,3722.34,0.0,-0.51,2019,15,2019-04-01,3
2019-04-12,3748.61,3741.59,278392.07,501,,,,,3748.61,0.0,0.19,2019,15,2019-04-01,4
2019-04-13,3706.65,3742.81,278392.07,501,,,,,3706.65,0.0,-0.97,2019,15,2019-04-01,5
2019-04-14,3591.0099999999998,3742.85,278392.07,501,,,,,3591.0099999999998,0.0,-4.06,2019,15,2019-04-01,6
2019-04-15,3651.11,3739.0,278392.07,501,,,,,3651.11,0.0,-2.35,2019,16,2019-04-01,0
2019-04-16,3464.78,3735.0,278392.07,501,,,,,3464.78,0.0,-7.23,2019,16,2019-04-01,1
2019-04-17,3306.54,3735.0,278392.07,501,,,,,3306.54,0.0,-11.47,2019,16,2019-04-01,2
2019-04-18,3354.17,3732.35,278392.07,501,,,,,3354.17,0.0,-10.13,2019,16,2019-04-01,3
2019-04-19,3411.6,3732.35,278392.07,501,,,,,3411.6,0.0,-8.59,2019,16,2019-04-01,4
2019-04-20,3486.86,3728.25,278392.07,501,,,,,3486.86,0.0,-6.47,2019,16,2019-04-01,5
2019-04-21,3383.75,3740.95,278392.07,501,,,,,3383.75,0.0,-9.55,2019,16,2019-04-01,6
2019-04-22,3545.79,3739.85,278392.07,501,,,,,3545.79,0.0,-5.19,2019,17,2019-04-01,0
2019-04-23,3604.78,3739.85,278392.07,501,,,,,3604.78,0.0,-3.61,2019,17,2019-04-01,1
2019-04-24,3731.21,3740.05,278392.07,501,,,,,3731.21,0.0,-0.24,2019,17,2019-04-01,2
2019-04-25,3869.57,3745.05,278392.07,501,,,,,3869.57,0.0,3.32,2019,17,2019-04-01,3
2019-04-26,3905.1,3738.81,278392.07,501,,,,,3905.1,0.0,4.45,2019,17,2019-04-01,4
2019-04-27,3861.02,3741.59,278392.07,501,,,,,3861.02,0.0,3.19,2019,17,2019-04-01,5
2019-04-28,3725.33,3738.78,278392.07,501,,,,,3725.33,0.0,-0.36,2019,17,2019-04-01,6
2019-04-29,3826.67,3738.78,278392.07,501,,,,,3826.67,0.0,2.35,2019,18,2019-04-01,0
2019-04-30,3712.34,3734.34,278392.07,501,,,,,3712.34,0.0,-0.59,2019,18,2019-04-01,1
2019-05-01,3502.52,3859.2400000000002,278392.07,501,,,,,3502.52,0.0,-9.24,2019,18,2019-05-01,2
2019-05-02,3532.71,3858.44,278392.07,501,,,,,3532.71,0.0,-8.44,2019,18,2019-05-01,3
2019-05-03,3427.41,3861.28,278392.07,501,,,,,3427.41,0.0,-11.24,2019,18,2019-05-01,4
2019-05-04,3472.31,3870.56,278392.07,501,,,,,3472.31,0.0,-10.29,2019,18,2019-05-01,5
2019-05-05,3531.9,3870.56,278392.07,501,,,,,3531.9,0.0,-8.75,2019,18,2019-05-01,6
2019-05-06,3702.55,3891.68,278392.07,501,,,,,3702.55,0.0,-4.86,2019,19,2019-05-01,0
2019-05-07,3673.7,3891.68,278392.07,501,,,,,3673.7,0.0,-5.6,2019,19,2019-05-01,1
2019-05-08,3676.03,3897.26,278392.07,501,,,,,3676.03,0.0,-5.68,2019,19,2019-05-01,2
2019-05-09,3764.02,3897.26,278392.07,501,,,,,3764.02,0.0,-3.42,2019,19,2019-05-01,3
2019-05-10,3855.48,3900.08,278392.07,501,,,,,3855.48,0.0,-1.14,2019,19,2019-05-01,4
2019-05-11,3828.04,3897.43,278392.07,501,,,,,3828.04,0.0,-1.78,2019,19,2019-05-01,5
2019-05-12,3709.27,3897.43,278392.07,501,,,,,3709.27,0.0,-4.83,2019,19,2019-05-01,6
2019-05-13,3701.19,3897.43,278392.07,501,,,,,3701.19,0.0,-5.04,2019,20,2019-05-01,0
2019-05-14,3644.07,3887.7400000000002,278392.07,501,,,,,3644.07,0.0,-6.27,2019,20,2019-05-01,1
2019-05-15,3724.12,3887.7400000000002,278392.07,501,,,,,3724.12,0.0,-4.21,2019,20,2019-05-01,2
2019-05-16,3773.28,3884.47,278392.07,501,,,,,3773.28,0.0,-2.86,2019,20,2019-05-01,3
2019-05-17,3735.86,3871.22,278392.07,501,,,,,3735.86,0.0,-3.5,2019,20,2019-05-01,4
2019-05-18,3685.44,3867.4,278392.07,501,,,,,3685.44,0.0,-4.7,2019,20,2019-05-01,5
2019-05-19,3680.46,3867.4,278392.07,501,,,,,3680.46,0.0,-4.83,2019,20,2019-05-01,6
2019-05-20,3912.3,3867.4,278392.07,501,,,,,3912.3,0.0,1.16,2019,21,2019-05-01,0
2019-05-21,3962.1,3863.84,278392.07,501,,,,,3962.1,0.0,2.54,2019,21,2019-05-01,1
2019-05-22,3971.13,3864.64,278392.07,501,,,,,3971.13,0.0,2.76,2019,21,2019-05-01,2
2019-05-23,3953.96,3864.64,278392.07,501,,,,,3953.96,0.0,2.31,2019,21,2019-05-01,3
2019-05-24,3796.97,3864.26,278392.07,501,,,,,3796.97,0.0,-1.74,2019,21,2019-05-01,4
2019-05-25,3776.72,3860.93,278392.07,501,,,,,3776.72,0.0,-2.18,2019,21,2019-05-01,5
2019-05-26,3644.0,3853.89,278392.07,501,,,,,3644.0,0.0,-5.45,2019,21,2019-05-01,6
2019-05-27,3873.56,3856.54,278392.07,501,,,,,3873.56,0.0,0.44,2019,22,2019-05-01,0
2019-05-28,3952.39,3860.79,278392.07,501,,,,,3952.39,0.0,2.37,2019,22,2019-05-01,1
2019-05-29,3963.08,3860.79,278392.07,501,,,,,3963.08,0.0,2.65,2019,22,2019-05-01,2
2019-05-30,3995.2,3859.2400000000002,278392.07,501,,,,,3995.2,0.0,3.52,2019,22,2019-05-01,3
2019-05-31,3973.31,3863.62,278392.07,501,,,,,3973.31,0.0,2.84,2019,22,2019-05-01,4
2019-06-01,3933.62,3777.98,278392.07,501,,,,,3933.62,0.0,4.12,2019,22,2019-06-01,5
2019-06-02,3743.62,3783.14,278392.07,501,,,,,3743.62,0.0,-1.04,2019,22,2019-06-01,6
2019-06-03,3660.62,3783.14,278392.07,501,,,,,3660.62,0.0,-3.24,2019,23,2019-06-01,0
2019-06-04,3788.07,3783.14,278392.07,501,,,,,3788.07,0.0,0.13,2019,23,2019-06-01,1
2019-06-05,3938.74,3780.66,278392.07,501,,,,,3938.74,0.0,4.18,2019,23,2019-06-01,2
2019-06-06,3882.54,3764.46,278392.07,501,,,,,3882.54,0.0,3.14,2019,23,2019-06-01,3
2019-06-07,3838.53,3764.46,278392.07,501,,,,,3838.53,0.0,1.97,2019,23,2019-06-01,4
2019-06-08,3895.2,3764.46,278392.07,501,,,,,3895.2,0.0,3.47,2019,23,2019-06-01,5
2019-06-09,3822.55,3767.64,278392.07,501,,,,,3822.55,0.0,1.46,2019,23,2019-06-01,6
2019-06-10,3904.36,3756.13,278392.07,501,,,,,3904.36,0.0,3.95,2019,24,2019-06-01,0
2019-06-11,3909.07,3751.73,278392.07,501,,,,,3909.07,0.0,4.19,2019,24,2019-06-01,1
2019-06-12,3738.98,3751.38,278392.07,501,,,,,3738.98,0.0,-0.33,2019,24,2019-06-01,2
2019-06-13,3632.67,3751.38,278392.07,501,,,,,3632.67,0.0,-3.16,2019,24,2019-06-01,3
2019-06-14,3826.54,3751.38,278392.07,501,,,,,3826.54,0.0,2.0,2019,24,2019-06-01,4
2019-06-15,3700.86,3689.29,278392.07,501,,,,,3700.86,0.0,0.31,2019,24,2019-06-01,5
2019-06-16,3499.36,3690.19,278392.07,501,,,,,3499.36,0.0,-5.17,2019,24,2019-06-01,6
2019-06-17,3547.69,3691.9,278392.07,501,,,,,3547.69,0.0,-3.91,2019,25,2019-06-01,0
2019-06-18,3542.85,3692.15,278392.07,501,,,,,3542.85,0.0,-4.04,2019,25,2019-06-01,1
2019-06-19,3645.42,3701.67,278392.07,501,,,,,3645.42,0.0,-1.52,2019,25,2019-06-01,2
2019-06-20,3714.2,3693.24,278392.07,501,,,,,3714.2,0.0,0.57,2019,25,2019-06-01,3
2019-06-21,3814.13,3696.56,278392.07,501,,,,,3814.13,0.0,3.18,2019,25,2019-06-01,4
2019-06-22,3778.54,3703.51,278392.07,501,,,,,3778.54,0.0,2.03,2019,25,2019-06-01,5
2019-06-23,3655.9,3703.51,278392.07,501,,,,,3655.9,0.0,-1.29,2019,25,2019-06-01,6
2019-06-24,3796.34,3698.21,278392.07,501,,,,,3796.34,0.0,2.65,2019,26,2019-06-01,0
2019-06-25,3865.07,3675.0,278392.07,501,,,,,3865.07,0.0,5.17,2019,26,2019-06-01,1
2019-06-26,3825.18,3683.47,278392.07,501,,,,,3825.18,0.0,3.85,2019,26,2019-06-01,2
2019-06-27,3720.79,3686.22,278392.07,501,,,,,3720.79,0.0,0.94,2019,26,2019-06-01,3
2019-06-28,3659.71,3687.05,278392.07,501,,,,,3659.71,0.0,-0.74,2019,26,2019-06-01,4
2019-06-29,3673.37,3687.4,278392.07,501,,,,,3673.37,0.0,-0.38,2019,26,2019-06-01,5
2019-06-30,3530.7,3687.4,278392.07,501,,,,,3530.7,0.0,-4.25,2019,26,2019-06-01,6
2019-07-01,3646.6,3468.12,278437.07,501,,,,,3646.6,0.0,5.15,2019,27,2019-07-01,0
2019-07-02,3653.61,3466.69,279097.07,501,,,,,3653.61,0.0,5.39,2019,27,2019-07-01,1
2019-07-03,3635.64,3466.69,279097.07,501,,,,,3635.64,0.0,4.87,2019,27,2019-07-01,2
2019-07-04,3576.49,3466.69,279097.07,501,,,,,3576.49,0.0,3.17,2019,27,2019-07-01,3
2019-07-05,3486.09,3481.23,279097.07,501,,,,,3486.09,0.0,0.14,2019,27,2019-07-01,4
2019-07-06,3352.26,3492.62,279097.07,501,,,,,3352.26,0.0,-4.02,2019,27,2019-07-01,5
2019-07-07,3211.74,3492.62,279097.07,501,,,,,3211.74,0.0,-8.04,2019,27,2019-07-01,6
2019-07-08,3385.76,3490.06,279097.07,501,,,,,3385.76,0.0,-2.99,2019,28,2019-07-01,0
2019-07-09,3341.84,3486.58,279097.07,501,,,,,3341.84,0.0,-4.15,2019,28,2019-07-01,1
2019-07-10,3339.43,3475.87,279097.07,501,,,,,3339.43,0.0,-3.93,2019,28,2019-07-01,2
2019-07-11,3294.9,3480.03,279097.07,501,,,,,3294.9,0.0,-5.32,2019,28,2019-07-01,3
2019-07-12,3472.81,3470.94,279097.07,501,,,,,3472.81,0.0,0.05,2019,28,2019-07-01,4
2019-07-13,3463.67,3470.41,279757.07,501,,,,,3463.67,0.0,-0.19,2019,28,2019-07-01,5
2019-07-14,3263.56,3470.41,279757.07,501,,,,,3263.56,0.0,-5.96,2019,28,2019-07-01,6
2019-07-15,3339.88,3432.85,279757.07,501,,,,,3339.88,0.0,-2.71,2019,29,2019-07-01,0
2019-07-16,3375.45,3482.12,279757.07,501,,,,,3375.45,0.0,-3.06,2019,29,2019-07-01,1
2019-07-17,3545.94,3482.18,279757.07,501,,,,,3545.94,0.0,1.83,2019,29,2019-07-01,2
2019-07-18,3648.66,3488.61,279757.07,501,,,,,3648.66,0.0,4.59,2019,29,2019-07-01,3
2019-07-19,3729.71,3488.61,279757.07,501,,,,,3729.71,0.0,6.91,2019,29,2019-07-01,4
2019-07-20,3711.53,3453.51,279757.07,501,,,,,3711.53,0.0,7.47,2019,29,2019-07-01,5
2019-07-21,3595.42,3481.27,279757.07,501,,,,,3595.42,0.0,3.28,2019,29,2019-07-01,6
2019-07-22,3755.48,3503.23,279757.07,501,,,,,3755.48,0.0,7.2,2019,30,2019-07-01,0
2019-07-23,3846.34,3500.23,279757.07,501,,,,,3846.34,0.0,9.89,2019,30,2019-07-01,1
2019-07-24,3724.71,3501.77,279757.07,501,,,,,3724.71,0.0,6.37,2019,30,2019-07-01,2
2019-07-25,3454.37,3462.96,279757.07,501,,,,,3454.37,0.0,-0.25,2019,30,2019-07-01,3
2019-07-26,3335.6,3479.32,279757.07,501,,,,,3335.6,0.0,-4.13,2019,30,2019-07-01,4
2019-07-27,3201.62,3479.32,279757.07,501,,,,,3201.62,0.0,-7.98,2019,30,2019-07-01,5
2019-07-28,3078.59,3481.97,279757.07,501,,,,,3078.59,0.0,-11.58,2019,30,2019-07-01,6
2019-07-29,3253.58,3481.97,279757.07,501,,,,,3253.58,0.0,-6.56,2019,31,2019-07-01,0
2019-07-30,3348.49,3504.97,279757.07,501,,,,,3348.49,0.0,-4.46,2019,31,2019-07-01,1
2019-07-31,3344.74,3531.97,279757.07,501,,,,,3344.74,0.0,-5.3,2019,31,2019-07-01,2
2019-08-01,3348.25,3556.7,279757.07,501,,,,,3348.25,0.0,-5.86,2019,31,2019-08-01,3
2019-08-02,3298.05,3556.7,279757.07,501,,,,,3298.05,0.0,-7.27,2019,31,2019-08-01,4
2019-08-03,3258.88,3560.5,279757.07,501,,,,,3258.88,0.0,-8.47,2019,31,2019-08-01,5
2019-08-04,3173.2,3556.45,279757.07,501,,,,,3173.2,0.0,-10.78,2019,31,2019-08-01,6
2019-08-05,3306.65,3571.38,279757.07,501,,,,,3306.65,0.0,-7.41,2019,32,2019-08-01,0
2019-08-06,3240.76,3583.97,279757.07,501,,,,,3240.76,0.0,-9.58,2019,32,2019-08-01,1
2019-08-07,3144.17,3598.4900000000002,279757.07,501,,,,,3144.17,0.0,-12.63,2019,32,2019-08-01,2
2019-08-08,3213.53,3587.51,279757.07,501,,,,,3213.53,0.0,-10.42,2019,32,2019-08-01,3
2019-08-09,3144.79,3623.94,279757.07,501,,,,,3144.79,0.0,-13.22,2019,32,2019-08-01,4
2019-08-10,3161.99,3613.43,279757.07,501,,,,,3161.99,0.0,-12.49,2019,32,2019-08-01,5
2019-08-11,3261.59,3640.55,279757.07,501,,,,,3261.59,0.0,-10.41,2019,32,2019-08-01,6
2019-08-12,3491.27,3637.73,279757.07,501,,,,,3491.27,0.0,-4.03,2019,33,2019-08-01,0
2019-08-13,3454.46,3628.07,279757.07,501,,,,,3454.46,0.0,-4.79,2019,33,2019-08-01,1
2019-08-14,3385.77,3647.33,279757.07,501,,,,,3385.77,0.0,-7.17,2019,33,2019-08-01,2
2019-08-15,3083.88,3652.83,279757.07,501,,,,,3083.88,0.0,-15.58,2019,33,2019-08-01,3
2019-08-16,3209.53,3620.17,279757.07,501,,,,,3209.53,0.0,-11.34,2019,33,2019-08-01,4
2019-08-17,3211.74,3616.17,279757.07,501,,,,,3211.74,0.0,-11.18,2019,33,2019-08-01,5
2019-08-18,3127.06,3624.65,279757.07,501,,,,,3127.06,0.0,-13.73,2019,33,2019-08-01,6
2019-08-19,3339.74,3626.48,279429.15,501,,,,,3339.74,0.0,-7.91,2019,34,2019-08-01,0
2019-08-20,3485.47,3643.31,279429.15,501,,,,,3485.47,0.0,-4.33,2019,34,2019-08-01,1
2019-08-21,3469.34,3639.14,279429.15,501,,,,,3469.34,0.0,-4.67,2019,34,2019-08-01,2
2019-08-22,3485.62,3649.47,279429.15,501,,,,,3485.62,0.0,-4.49,2019,34,2019-08-01,3
2019-08-23,3511.83,3660.81,279429.15,501,,,,,3511.83,0.0,-4.07,2019,34,2019-08-01,4
2019-08-24,3396.47,3666.42,279429.15,501,,,,,3396.47,0.0,-7.36,2019,34,2019-08-01,5
2019-08-25,3268.41,3671.16,279429.15,501,,,,,3268.41,0.0,-10.97,2019,34,2019-08-01,6
2019-08-26,3449.06,3693.81,279429.15,501,,,,,3449.06,0.0,-6.63,2019,35,2019-08-01,0
2019-08-27,3605.99,3693.71,279429.15,501,,,,,3605.99,0.0,-2.37,2019,35,2019-08-01,1
2019-08-28,3743.87,3701.38,279429.15,501,,,,,3743.87,0.0,1.15,2019,35,2019-08-01,2
2019-08-29,3789.85,3694.27,279429.15,501,,,,,3789.85,0.0,2.59,2019,35,2019-08-01,3
2019-08-30,3736.94,3687.96,280089.15,501,,,,,3736.94,0.0,1.33,2019,35,2019-08-01,4
2019-08-31,3699.71,3724.96,280089.15,501,,,,,3699.71,0.0,-0.68,2019,35,2019-08-01,5
2019-09-01,3461.09,3677.98,280089.15,501,,,,,3461.09,0.0,-5.9,2019,35,2019-09-01,6
2019-09-02,3461.68,3677.98,280089.15,501,,,,,3461.68,0.0,-5.88,2019,36,2019-09-01,0
2019-09-03,3533.23,3664.74,280089.15,501,,,,,3533.23,0.0,-3.59,2019,36,2019-09-01,1
2019-09-04,3525.3,3664.74,280089.15,501,,,,,3525.3,0.0,-3.8,2019,36,2019-09-01,2
2019-09-05,3490.31,3677.2,280089.15,501,,,,,3490.31,0.0,-5.08,2019,36,2019-09-01,3
2019-09-06,3513.62,3690.24,280089.15,501,,,,,3513.62,0.0,-4.79,2019,36,2019-09-01,4
2019-09-07,3502.61,3686.62,280089.15,501,,,,,3502.61,0.0,-4.99,2019,36,2019-09-01,5
2019-09-08,3371.67,3687.1,280089.15,501,,,,,3371.67,0.0,-8.55,2019,36,2019-09-01,6
2019-09-09,3523.05,3694.48,280089.15,501,,,,,3523.05,0.0,-4.64,2019,37,2019-09-01,0
2019-09-10,3653.14,3695.53,280089.15,501,,,,,3653.14,0.0,-1.15,2019,37,2019-09-01,1
2019-09-11,3664.59,3694.37,280089.15,501,,,,,3664.59,0.0,-0.81,2019,37,2019-09-01,2
2019-09-12,3562.36,3699.2599999999998,280089.15,501,,,,,3562.36,0.0,-3.7,2019,37,2019-09-01,3
2019-09-13,3515.23,3702.48,279589.15,501,,,,,3515.23,0.0,-5.06,2019,37,2019-09-01,4
2019-09-14,3538.23,3714.36,279529.15,501,,,,,3538.23,0.0,-4.74,2019,37,2019-09-01,5
2019-09-15,3447.8,3707.2,279529.15,501,,,,,3447.8,0.0,-7.0,2019,37,2019-09-01,6
2019-09-16,3537.64,3727.05,279529.15,501,,,,,3537.64,0.0,-5.08,2019,38,2019-09-01,0
2019-09-17,3557.98,3727.05,279529.15,501,,,,,3557.98,0.0,-4.54,2019,38,2019-09-01,1
2019-09-18,3515.17,3727.05,279529.15,501,,,,,3515.17,0.0,-5.68,2019,38,2019-09-01,2
2019-09-19,3529.35,3729.55,279529.15,501,,,,,3529.35,0.0,-5.37,2019,38,2019-09-01,3
2019-09-20,3575.85,3743.12,279529.15,501,,,,,3575.85,0.0,-4.47,2019,38,2019-09-01,4
2019-09-21,3586.24,3773.12,279529.15,501,,,,,3586.24,0.0,-4.95,2019,38,2019-09-01,5
2019-09-22,3373.14,3790.9,279529.15,501,,,,,3373.14,0.0,-11.02,2019,38,2019-09-01,6
2019-09-23,3514.04,3790.9,279529.15,501,,,,,3514.04,0.0,-7.3,2019,39,2019-09-01,0
2019-09-24,3500.31,3796.04,279394.15,501,,,,,3500.31,0.0,-7.79,2019,39,2019-09-01,1
2019-09-25,3399.42,3792.96,279394.15,501,,,,,3399.42,0.0,-10.38,2019,39,2019-09-01,2
2019-09-26,3287.9,3802.7599999999998,279394.15,501,,,,,3287.9,0.0,-13.54,2019,39,2019-09-01,3
2019-09-27,3225.35,3808.0099999999998,280714.15,501,,,,,3225.35,0.0,-15.3,2019,39,2019-09-01,4
2019-09-28,3096.34,3818.61,280714.15,501,,,,,3096.34,0.0,-18.91,2019,39,2019-09-01,5
2019-09-29,2865.92,3820.91,280714.15,501,,,,,2865.92,0.0,-24.99,2019,39,2019-09-01,6
2019-09-30,3012.27,3828.91,280714.15,501,,,,,3012.27,0.0,-21.33,2019,40,2019-09-01,0
2019-10-01,3114.24,3676.96,280714.15,501,,,,,3114.24,0.0,-15.3,2019,40,2019-10-01,1
2019-10-02,3083.69,3680.03,280714.15,501,,,,,3083.69,0.0,-16.2,2019,40,2019-10-01,2
2019-10-03,3257.88,3680.03,280714.15,501,,,,,3257.88,0.0,-11.47,2019,40,2019-10-01,3
2019-10-04,3288.42,3683.82,280714.15,501,,,,,3288.42,0.0,-10.73,2019,40,2019-10-01,4
2019-10-05,3318.21,3680.32,280714.15,501,,,,,3318.21,0.0,-9.84,2019,40,2019-10-01,5
2019-10-06,3199.43,3688.42,280714.15,501,,,,,3199.43,0.0,-13.26,2019,40,2019-10-01,6
2019-10-07,3203.9,3688.42,280714.15,501,,,,,3203.9,0.0,-13.14,2019,41,2019-10-01,0
2019-10-08,3046.64,3688.42,280714.15,501,,,,,3046.64,0.0,-17.4,2019,41,2019-10-01,1
2019-10-09,3200.92,3686.15,280714.15,501,,,,,3200.92,0.0,-13.16,2019,41,2019-10-01,2
2019-10-10,3356.26,3686.15,280714.15,501,,,,,3356.26,0.0,-8.95,2019,41,2019-10-01,3
2019-10-11,3392.55,3703.07,280714.15,501,,,,,3392.55,0.0,-8.39,2019,41,2019-10-01,4
2019-10-12,3393.62,3703.07,280714.15,501,,,,,3393.62,0.0,-8.36,2019,41,2019-10-01,5
2019-10-13,3277.0,3703.07,280714.15,501,,,,,3277.0,0.0,-11.51,2019,41,2019-10-01,6
2019-10-14,3413.76,3705.85,280714.15,501,,,,,3413.76,0.0,-7.88,2019,42,2019-10-01,0
2019-10-15,3445.51,3701.35,280714.15,501,,,,,3445.51,0.0,-6.91,2019,42,2019-10-01,1
2019-10-16,3457.54,3708.48,280714.15,501,,,,,3457.54,0.0,-6.77,2019,42,2019-10-01,2
2019-10-17,3465.55,3708.48,280714.15,501,,,,,3465.55,0.0,-6.55,2019,42,2019-10-01,3
2019-10-18,3390.03,3708.48,280714.15,501,,,,,3390.03,0.0,-8.59,2019,42,2019-10-01,4
2019-10-19,3290.14,3711.13,280714.15,501,,,,,3290.14,0.0,-11.34,2019,42,2019-10-01,5
2019-10-20,3136.94,3709.06,280714.15,501,,,,,3136.94,0.0,-15.42,2019,42,2019-10-01,6
2019-10-21,3153.29,3710.06,281514.15,501,,,,,3153.29,0.0,-15.01,2019,43,2019-10-01,0
2019-10-22,3194.57,3713.1,281514.15,501,,,,,3194.57,0.0,-13.96,2019,43,2019-10-01,1
2019-10-23,3155.18,3709.28,281514.15,501,,,,,3155.18,0.0,-14.94,2019,43,2019-10-01,2
2019-10-24,3062.86,3709.28,281514.15,501,,,,,3062.86,0.0,-17.43,2019,43,2019-10-01,3
2019-10-25,2993.23,3709.21,281514.15,501,,,,,2993.23,0.0,-19.3,2019,43,2019-10-01,4
2019-10-26,2850.89,3699.41,281514.15,501,,,,,2850.89,0.0,-22.94,2019,43,2019-10-01,5
2019-10-27,2719.17,3702.21,281514.15,501,,,,,2719.17,0.0,-26.55,2019,43,2019-10-01,6
2019-10-28,2658.01,3704.86,281514.15,501,,,,,2658.01,0.0,-28.26,2019,44,2019-10-01,0
2019-11-01,2973.35,3473.68,281514.15,501,79.35,105.02,22.41,206.78,3180.13,6.5,-14.4,2019,44,2019-11-01,4
2019-11-02,3025.74,3473.68,281514.15,501,48.78,102.92,21.39,173.09,3198.83,5.41,-12.9,2019,44,2019-11-01,5
2019-11-03,2936.28,3473.79,281514.15,501,26.13,104.39,20.46,150.98,3087.26,4.89,-15.47,2019,44,2019-11-01,6
2019-11-04,3097.61,3464.5,281514.15,501,14.53,135.51,20.34,170.38,3267.9900000000002,5.21,-10.59,2019,45,2019-11-01,0
2019-11-05,3161.94,3461.94,281514.15,501,18.62,138.44,20.99,178.05,3339.9900000000002,5.33,-8.67,2019,45,2019-11-01,1
2019-11-06,3198.66,3463.9,281514.15,501,27.66,128.26,22.37,178.29,3376.95,5.28,-7.66,2019,45,2019-11-01,2
